Restaurant,Restaurant Id,Address,Rating,City,Country,Latitiude,Longitude,Votes,Featured In,Cost For Two,Establishment Type,Known For,Should Order,Popular Reviews,All Reviews,Home Delivery,Takeaway,Dine-In,Non Veg,Alcohol,Air Conditioned,Wifi,Cuisines
Haji Ali,21995,"403, Ajoy Nagar, Kolkata",3.5,Kolkata,India,22.489425,88.394786,41,NA,Rs. 600,NA,NA,NA,2,6,Yes,No,Yes,Yes,No,No,No,"North Indian, Chinese"
Azad Hind Dhaba,20036,"Globsyn Crystal, Opposite Indismart Hotel, EP Block, Sector 5, Salt Lake, Kolkata",3.5,Kolkata,India,22.575348,88.432514,420,Late Night Delivery,Rs. 600,Casual Dining,,NA,55,119,Yes,No,Yes,Yes,No,Yes,No,North Indian
Rollick Ice Cream,21710,"Ground Floor, City Centre 2, Rajarhat New Town, Kolkata",3.5,Kolkata,India,22.622087,88.450388,6,NA,Rs. 100,NA,NA,NA,3,4,No,No,Yes,No,No,Yes,No,Ice Cream
Bluzz,21637,"9/3B, 4th Floor, Gariahat Road, Mukti World, Near Ballygunge Phari, Kolkata",3.5,Kolkata,India,22.526712,88.366245,156,Hookah Bars and Lebanese Delights,Rs. 1300,Lounge,The neon blue lights and the music.,,17,54,No,No,Yes,Yes,Yes,Yes,No,Finger Food
The Veggie Table,23593,"86, Golaghata Road, Block B, Ground Floor, Jamuna Apartment, Ultadanga, Kolkata",3.5,Kolkata,India,22.59359333,88.396775,65,NA,Rs. 600,NA,NA,NA,1,28,Yes,No,Yes,No,No,Yes,Yes,"North Indian, Chinese, Fast Food"
Bakstage Express,24480,"EN 1, Sector 5, Salt Lake, Kolkata",3.5,Kolkata,India,22.572185,88.432268,4,NA,Rs. 1000,NA,NA,NA,0,0,Yes,No,Yes,Yes,Yes,Yes,No,"Continental, North Indian"
New Cathay Restaurant and Bar,21579,"17/1, Chowringhee Road, Grand Hotel Arcade, Kolkata",3.5,Kolkata,India,22.561113,88.350913,58,NA,Rs. 900,NA,NA,NA,11,24,No,No,Yes,Yes,Yes,Yes,No,"Chinese, Continental, Mughlai"
Mishra's Restaurant,23416,"IB 157, Near Water Tank 14, Salt Lake Sector 3, Kolkata",3.5,Kolkata,India,22.582859,88.416512,40,NA,Rs. 700,NA,NA,NA,9,14,Yes,No,Yes,Yes,Yes,Yes,No,"North Indian, Chinese, Continental"
Panchabyanjan,21806,"29, Bhupen Bose Avenue, Shyam Bazar Metro Station Building, Opposite Manindra Chandra College, Kolkata",3.5,Kolkata,India,22.600511,88.370123,7,NA,Rs. 200,NA,NA,NA,1,3,No,No,No,Yes,No,No,No,Bengali
Vien,23192,"5, Maharaja Nanda Kumar Road, Desapriya Park, Kolkata",3.5,Kolkata,India,22.515014,88.351751,5,NA,Rs. 50,NA,NA,NA,4,4,No,No,No,No,No,No,No,Desserts
Green Apple,22103,"8/1A, Little Russel Street, Russel Street, Kolkata",3.5,Kolkata,India,22.546192,88.349762,76,NA,Rs. 300,NA,NA,NA,9,30,No,No,Yes,No,No,Yes,No,"Continental, Fast Food"
Mr. Canes,23986,"3rd Floor, Avani Riverside Mall, 32, Jagat Banerjee Ghat Road, Shibpur, Howrah",3.5,Kolkata,India,22.563036,88.323418,7,NA,Rs. 150,NA,NA,NA,0,0,No,No,No,No,No,No,No,Beverages
The Donut Baker,23911,"Ground Floor, City Centre 2, Rajarhat New Town, Kolkata",3.5,Kolkata,India,22.62244333,88.45095667,4,NA,Rs. 200,NA,NA,NA,4,4,No,No,Yes,No,No,Yes,No,"Desserts, Bakery"
Subodh Chandra Mullick,22435,"64A, Ramdulal Sarkar Street, Hatibagan, Kolkata",3.5,Kolkata,India,22.587495,88.367883,6,NA,Rs. 100,NA,NA,NA,2,2,No,No,No,No,No,No,No,Desserts
De Fresco,23794,"Hotel Mangalam, 44A, Sarat Bose Road",3.5,Kolkata,India,22.525723,88.352426,71,NA,Rs. 600,NA,NA,NA,7,20,No,No,Yes,No,No,Yes,Yes,Cafe
Koshe Kosha,23642,"FE 18, Ground Floor, Near Central Park, Sector 2, Sector 3, Salt Lake, Kolkata",3.6,Kolkata,India,22.58360714,88.41620864,99,NA,Rs. 500,NA,NA,NA,19,55,Yes,No,Yes,Yes,No,Yes,No,Bengali
Jimmy's Kitchen,21149,"7/1A, AJC Bose Road, Near Kala Mandir, Camac Street Area, Kolkata",3.6,Kolkata,India,22.54426,88.36046,153,Super Seafood,Rs. 700,Casual Dining,,NA,34,60,Yes,No,Yes,Yes,Yes,Yes,No,"Chinese, Seafood"
Chicago Pizza,23197,"Ground Floor, City Centre, Sector 1, Salt Lake, Kolkata",3.6,Kolkata,India,22.588278,88.408653,193,NA,Rs. 450,NA,NA,NA,42,74,Yes,No,Yes,Yes,No,No,No,"Pizza, Fast Food"
Mangio,21608,"17/1 F, Alipore Road, Alipore, Kolkata",3.6,Kolkata,India,22.522168,88.331582,105,NA,Rs. 1500,NA,NA,NA,15,28,No,No,Yes,Yes,No,Yes,No,"Italian, European, Continental"
Swissyum Concept Foods,23377,"162/D/684, Lake Gardens, Kolkata",3.6,Kolkata,India,22.501119,88.357552,49,NA,Rs. 150,NA,NA,NA,13,23,No,No,No,Yes,No,Yes,No,"Bakery, Desserts"
Kwality,20873,"17, Park Street Area, Kolkata",3.6,Kolkata,India,22.553673,88.351606,255,NA,Rs. 900,NA,NA,NA,48,94,No,No,Yes,Yes,Yes,Yes,No,"North Indian, Mughlai, Fast Food"
Khawab,21727,"18, Girish Avenue, Shyam Bazar, Kolkata",3.6,Kolkata,India,22.602477,88.367608,95,NA,Rs. 600,NA,NA,NA,18,41,Yes,No,Yes,Yes,No,Yes,No,"North Indian, Biryani, Hyderabadi"
Chittoda's Suruchee Restaurant,21760,"2, Deckers Lane, Near Pearless Bhawan, Esplanade, Kolkata",3.6,Kolkata,India,22.567033,88.349666,32,NA,Rs. 300,NA,NA,NA,9,17,No,No,Yes,Yes,No,No,No,"North Indian, Chinese"
Jhaal Farezi,23365,"42, Circus Avenue, Park Circus Area, Kolkata",3.6,Kolkata,India,22.542726,88.365453,584,Hanging Out,Rs. 1300,Fine Dining,The artsy place perfect for a photographic outing with family and friends,,53,185,No,No,Yes,Yes,No,Yes,No,"North Indian, Continental, Cafe"
Hide Cafe,22421,"BE 97, Near Kwality Bus Stop, Sector 1, Salt Lake, Kolkata",3.6,Kolkata,India,22.598515,88.413692,54,NA,Rs. 500,NA,NA,NA,15,19,Yes,No,Yes,Yes,No,Yes,No,"Fast Food, Cafe"
Oceanic - The Peerless Inn,21580,"Peerless Inn Hotel, 12, Jawaharlal Nehru Road, Esplanade, Kolkata",3.6,Kolkata,India,22.562491,88.35157,66,Super Seafood,Rs. 1000,Fine Dining,,NA,7,23,No,No,Yes,Yes,Yes,Yes,Yes,"Continental, Seafood, North Indian, Chinese"
Mezze,23800,"4th Floor, Quest Mall, 33, Syed Ali Amir Avenue, Ballygunge, Kolkata",3.6,Kolkata,India,22.539117,88.365359,69,Lebanese Delights,Rs. 600,Casual Dining,,NA,29,38,No,No,Yes,Yes,No,No,No,Lebanese
Debonair,21552,"53/1, JN Tiwari Road, Rajbari, Dum Dum, Kolkata",3.6,Kolkata,India,22.636038,88.413422,109,NA,Rs. 600,NA,NA,NA,19,51,Yes,No,Yes,Yes,Yes,Yes,No,"North Indian, Chinese, Fast Food"
The New My Club,20920,"196/2, Rash Behari Avenue, Opposite Basanti Devi College, Kolkata",3.6,Kolkata,India,22.518948,88.361654,56,NA,Rs. 400,NA,NA,NA,19,21,Yes,No,Yes,Yes,No,Yes,No,"North Indian, Chinese"
Manthan Songhai,23610,"3, Waterloo Street, Esplanade, Kolkata",3.6,Kolkata,India,22.567754,88.350299,30,NA,Rs. 600,NA,NA,NA,5,17,Yes,No,Yes,Yes,Yes,Yes,No,"Chinese, North Indian"
Hotel Broadway,21208,"27 A, Ganesh Chandra Avenue, Chandni Chowk, Kolkata",3.6,Kolkata,India,22.568252,88.355427,42,NA,Rs. 350,NA,NA,NA,9,18,No,No,Yes,Yes,Yes,Yes,No,North Indian
Balaram Mullick & Radharaman Mullick Sweets,22946,"22, Park Street Area, Kolkata",3.6,Kolkata,India,22.551659,88.353526,47,NA,Rs. 300,NA,NA,NA,6,12,No,No,Yes,No,No,Yes,No,Desserts
Bhaatti-E-Swaad-E-Punjab,22462,"19/6, Sahapur Colony, J Block, Opposite UBI Bank, New Alipore, Kolkata",3.6,Kolkata,India,22.512473,88.32746,44,NA,Rs. 700,NA,NA,NA,8,18,Yes,No,Yes,Yes,No,Yes,No,North Indian
Sip & Sandwich,23621,"9/1, Ground Floor, Ram Mohan Dutta Road, Bhawanipur, Kolkata",3.6,Kolkata,India,22.535517,88.351643,39,NA,Rs. 300,NA,NA,NA,7,17,No,No,No,No,No,No,No,Fast Food
The Myx,24446,"20 G, Park Street, Park Street Area, Kolkata",3.6,Kolkata,India,22.5521,88.35260833,46,NA,Rs. 2000,NA,NA,NA,5,14,No,No,Yes,Yes,Yes,Yes,No,Finger Food
The Pen & Ink,20552,"IB 172, Abcos Food Plaza, Sector 3, Salt Lake, Kolkata",3.6,Kolkata,India,22.572474,88.412997,66,NA,Rs. 800,NA,NA,NA,16,27,Yes,No,Yes,Yes,Yes,Yes,No,"Chinese, Continental, North Indian"
Masque Lounge & Bar,22197,"3rd Floor, Silver Arcade, EM Bypass, Near Science City Area, Kolkata",3.6,Kolkata,India,22.549085,88.400491,50,NA,Rs. 1000,NA,NA,NA,7,13,No,No,Yes,Yes,Yes,Yes,No,"North Indian, Chinese"
Don Giovanni's,21017,"37, Sarat Bose Road, Near Bhawanipur, Kolkata",3.6,Kolkata,India,22.533862,88.353212,217,Late Night Eats and Late Night Delivery,Rs. 1500,Casual Dining,,NA,15,37,Yes,No,Yes,Yes,No,Yes,No,"Italian, Fast Food, Chinese, Thai"
Chacha Jaan,23959,"BE 95, Near Qwality Bus Stop, Sector 1, Salt Lake, Kolkata",3.6,Kolkata,India,22.58964167,88.42893167,73,NA,Rs. 500,NA,NA,NA,9,37,Yes,No,Yes,Yes,No,Yes,No,"North Indian, South Indian"
Arun Tea Stall,22458,"25/1, Shakespeare Sarani, Theatre Road, Near , Camac Street Area, Kolkata",3.6,Kolkata,India,22.547851,88.354295,36,NA,Rs. 100,NA,NA,NA,11,20,No,No,No,Yes,No,No,No,Fast Food
Rubi's Grill,21545,"7/2 B, Dover Lane, Gariahat, Kolkata",3.6,Kolkata,India,22.521056,88.3619,555,NA,Rs. 900,NA,NA,NA,109,231,Yes,No,Yes,Yes,No,Yes,No,"American, Italian"
Ahoy! Asia,23947,"1st Floor, Infinity Benchmark, Block G, Sector 5, Salt Lake, Kolkata",3.6,Kolkata,India,22.56880134,88.43371105,30,NA,Rs. 1200,NA,NA,NA,18,26,No,No,Yes,Yes,Yes,Yes,Yes,"Chinese, Japanese, Thai"
Mezban,20826,"6, Beside Dustarkhwan, Ripon Street, Wellesley, Kolkata",3.6,Kolkata,India,22.553554,88.356812,86,NA,Rs. 150,NA,NA,NA,17,33,Yes,No,Yes,Yes,No,Yes,No,"Biryani, North Indian, Chinese"
Haji Saheb,21257,"474, Diamond Harbour Road, Near Tram Depot Bazaar, Behala, Kolkata",3.6,Kolkata,India,22.499743,88.317434,453,"Pocket Friendly, Brilliant Biryanis and Roll With It",Rs. 600,Quick Bites,Mutton Tikia Rolls and decent Biryani.,"Paneer Roll, Egg Chicken Roll",60,185,Yes,No,Yes,Yes,No,Yes,No,"Mughlai, North Indian, Chinese"
Arsalan,20795,"119 A, Muzaffar Ahmed Street (Ripon Street), Mirza Ghalib Street Crossing, Wellesley, Kolkata",3.6,Kolkata,India,22.553831,88.354273,113,NA,Rs. 600,NA,NA,NA,24,39,Yes,No,Yes,Yes,No,Yes,No,"Mughlai, North Indian, Street Food"
The Dhaba,20710,"P 23, Ashutosh Chowdhury Avenue, Phari, Ballygunge, Kolkata",3.6,Kolkata,India,22.528212,88.36582,325,Dhabe di Shaan,Rs. 600,Casual Dining,,NA,64,107,Yes,No,Yes,Yes,No,Yes,No,"North Indian, Mughlai, Chinese"
Khalsa Restaurant,23920,"4C, Madge Lane, New Market Area, Kolkata",3.6,Kolkata,India,22.559013,88.351404,12,NA,Rs. 350,NA,NA,NA,5,9,Yes,No,No,Yes,No,No,No,"Mughlai, North Indian"
Lazeez Express,23280,"83, Rajdanga Gold Park, Kasba, Kolkata",3.6,Kolkata,India,22.515144,88.389969,176,NA,Rs. 500,NA,NA,NA,38,90,Yes,No,Yes,Yes,No,Yes,Yes,"North Indian, Mughlai"
Afza,21425,"82, Jhowtala Road, Park Circus Area, Kolkata",3.6,Kolkata,India,22.540836,88.365006,126,NA,Rs. 400,NA,NA,NA,20,41,Yes,No,Yes,Yes,No,Yes,No,"North Indian, Chinese"
Spencers Patisserie,23981,"Inside Spencers,South City Mall, 375, Prince Anwar Shah Road, Kolkata",3.6,Kolkata,India,22.501768,88.36198,25,NA,Rs. 200,NA,NA,NA,8,12,No,No,Yes,Yes,No,Yes,No,"Bakery, Desserts"
Don Giovanni's,23167,"Inside Spencers, South City Mall, 375, Prince Anwar Shah Road, Kolkata",3.6,Kolkata,India,22.501768,88.36198,15,NA,Rs. 1200,NA,NA,NA,5,8,No,No,Yes,Yes,No,Yes,No,"Italian, Chinese, North Indian, Thai"
Naba Malancha,23683,"102A, Aurobindo Sarani, Hatibagan, Kolkata",3.6,Kolkata,India,22.59478,88.370755,28,NA,Rs. 300,NA,NA,NA,8,12,No,No,Yes,Yes,No,No,No,"Chinese, North Indian"
Virgose - Hotel Hindusthan International,21367,"Hotel Hindusthan International, 235/1, AJC Bose Road, Elgin, Kolkata",3.6,Kolkata,India,22.541258,88.350359,38,NA,Rs. 1800,NA,NA,NA,5,8,No,No,Yes,Yes,Yes,Yes,Yes,"Asian, Continental"
The Cream & Fudge Factory,22778,"3 A, New Empire, Humayun Place, Esplanade, Kolkata",3.6,Kolkata,India,22.560551,88.3515,32,NA,Rs. 300,NA,NA,NA,7,14,No,No,Yes,No,No,Yes,No,"Ice Cream, Desserts"
Jaisalmer,24537,"Globsyn Crystal Building, Block EP &GP, Electronics Complex, Sector 5, Salt Lake, Kolkata",3.6,Kolkata,India,22.57175556,88.43372222,118,NA,Rs. 800,NA,NA,NA,28,77,Yes,No,Yes,Yes,No,Yes,No,"North Indian, Chinese, Asian"
Fatso's,22432,"45/1A, Beadon Street, Hatibagan, Kolkata",3.6,Kolkata,India,22.588935,88.37004,91,NA,Rs. 300,NA,NA,NA,8,36,Yes,No,Yes,Yes,No,Yes,No,"Continental, Chinese, Fast Food"
Jai Hind Dhaba,24428,"15, Hazra Road, Hazra, Kolkata",3.6,Kolkata,India,22.52346667,88.34253056,25,Late Night Delivery,Rs. 500,Quick Bites,,NA,7,12,Yes,No,Yes,Yes,No,Yes,No,"North Indian, Chinese"
Bong Connection,22572,"33, Palit Street, Near Maddox Square, Ballygunge Circular Area, Ballygunge, Kolkata",3.6,Kolkata,India,22.526955,88.355151,113,Taste of Kolkata,Rs. 500,Quick Bites,Cozy interiors and decent Bengali food.,,12,44,Yes,No,Yes,Yes,No,Yes,No,Bengali
Shibuji,21649,"25A, 12D, Ground Floor, Camac Street, Vardaan Market, Camac Street Area, Kolkata",3.6,Kolkata,India,22.548,88.35366667,41,NA,Rs. 100,NA,NA,NA,18,20,Yes,No,Yes,No,No,No,No,"Fast Food, Street Food"
Drumstick,21761,"8, Hem Chandra Naskar Road, Beliaghata, Kolkata",3.6,Kolkata,India,22.565203,88.394494,90,NA,Rs. 500,NA,NA,NA,13,44,Yes,No,Yes,Yes,Yes,Yes,No,"Chinese, North Indian, Mughlai, Bengali"
Shivam Family Restro,22420,"108, Kanungo Park, Garia, Kolkata",3.6,Kolkata,India,22.467721,88.37883,42,NA,Rs. 500,NA,NA,NA,2,16,Yes,No,Yes,Yes,No,Yes,No,"North Indian, Chinese"
Rahmania,20420,"56, Park Street, Park Street Area, Kolkata",3.6,Kolkata,India,22.546318,88.36124,150,Brilliant Biryanis,Rs. 450,Quick Bites,Being one of the oldest Biryani joints of the city,,21,44,Yes,No,Yes,Yes,No,Yes,No,"Mughlai, Biryani"
Lake Lite,21998,"31, GN Block, Benfish Tower, Sector 5, Salt Lake, Kolkata",3.6,Kolkata,India,22.571625,88.426536,56,NA,Rs. 800,NA,NA,NA,9,23,No,No,Yes,Yes,Yes,Yes,No,"North Indian, Chinese"
Vault,24654,"Priya Cinema, 95, Rash Behari Avenue, Kolkata",3.6,Kolkata,India,22.517943,88.354394,11,NA,Rs. 1500,NA,NA,NA,2,2,No,No,Yes,Yes,Yes,Yes,Yes,Finger Food
Balaram Mullick & Radharaman Mullick Sweets,23811,"290, Rajdanga Main Road, Kasba, Kolkata",3.6,Kolkata,India,22.514465,88.39114,29,NA,Rs. 300,NA,NA,NA,7,8,No,No,Yes,No,No,Yes,No,Desserts
Royal Jade Chinese Restaurant,21073,"1282, Rajdanga Main Road, Shantipally Area, Kasba, Kolkata",3.6,Kolkata,India,22.514035,88.396452,142,NA,Rs. 600,NA,NA,NA,23,64,Yes,No,Yes,Yes,No,Yes,No,Chinese
K2 Restaurant And Caterers,20911,"5/28, Netaji Nagar, Near Netaji Nagar Bus Stand, Tollygunge, Kolkata",3.6,Kolkata,India,22.480349,88.35666,80,NA,Rs. 600,NA,NA,NA,5,31,Yes,No,Yes,Yes,No,Yes,No,"Chinese, North Indian"
Kookie Jar,21596,"17/1 F, Alipore Road, Alipore, Kolkata",3.6,Kolkata,India,22.522168,88.331582,58,NA,Rs. 350,NA,NA,NA,10,18,No,No,Yes,Yes,No,Yes,No,"Bakery, Fast Food, Desserts"
The Coffee Bean & Tea Leaf,23890,"2nd Floor, Quest Mall, 33, Syed Ali Amir Avenue, Ballygunge, Kolkata",3.6,Kolkata,India,22.539117,88.365359,61,NA,Rs. 500,NA,NA,NA,22,29,No,No,Yes,Yes,No,Yes,No,Cafe
Trincas,21781,"17 B, Park Street, Park Street Area, Kolkata",3.6,Kolkata,India,22.554359,88.351286,403,Beer in a Bar,Rs. 1200,Bar,,NA,56,124,No,No,Yes,Yes,Yes,Yes,No,"North Indian, Continental"
Mughal's Chopstix,23301,"42, Santosh Roy Road, Behala Sakherbazar, Behala, Kolkata",3.6,Kolkata,India,22.472946,88.312139,126,Pocket Friendly,Rs. 600,Casual Dining,"Drums Of Heaven, Butter Chicken, Paneer Kulcha, Chicken Tikka Sashlik",,15,54,Yes,No,Yes,Yes,No,Yes,No,"Chinese, Mughlai"
Nyonyang - Park Plaza,23343,"Park Plaza, 17, Garcha, Ballygunge, Kolkata",3.6,Kolkata,India,22.52309,88.364724,19,NA,Rs. 1500,NA,NA,NA,7,11,No,No,Yes,Yes,Yes,Yes,Yes,"Asian, Singaporean, Indonesian"
Republic Of Chicken,21814,"HA 8, Sector 3, Salt Lake, Kolkata",3.6,Kolkata,India,22.576888,88.412231,43,NA,Rs. 500,NA,NA,NA,6,10,Yes,No,No,Yes,No,Yes,No,Raw Meats
Gangaur,20828,"2, Russel Street, Kolkata",3.6,Kolkata,India,22.552631,88.351058,188,Great Breakfasts,Rs. 550,Casual Dining,,NA,39,71,No,No,Yes,No,No,Yes,No,"North Indian, South Indian, Fast Food, Street Food"
The Rose Confectionery,23093,"Salt Lake Electronics Complex, Sector 5, Salt Lake, Kolkata",3.6,Kolkata,India,22.571989,88.432968,55,NA,Rs. 300,NA,NA,NA,13,20,Yes,No,Yes,Yes,No,Yes,No,"Desserts, Fast Food"
Bachan's Dhaba,21251,"39, Rash Behari Avenue, Kalighat, Kolkata",3.6,Kolkata,India,22.517066,88.345278,304,Dhabe di Shaan,Rs. 400,Quick Bites,,NA,71,125,No,No,Yes,Yes,No,Yes,No,"Chinese, North Indian"
Azad Hind Dhaba,20608,"CF 162, Behind Bikash Bhawan, Sector 1, Salt Lake, Kolkata",3.6,Kolkata,India,22.592368,88.416808,221,NA,Rs. 550,NA,NA,NA,33,76,Yes,No,Yes,Yes,No,Yes,No,North Indian
Paradise,22437,"59A, Santosh Roy Road, Behala, Kolkata",3.6,Kolkata,India,22.481187,88.313601,62,NA,Rs. 400,NA,NA,NA,10,26,Yes,No,Yes,Yes,No,Yes,No,Chinese
Pulpy Grape Juice,23184,"Lindsay Street, New Market Area, Kolkata",3.6,Kolkata,India,22.56015,88.351699,20,NA,Rs. 100,NA,NA,NA,10,12,Yes,No,No,No,No,No,No,Juices
Hatari,21862,"1/16, Arabindo Nagar, Golf Green, Near Tollygunge, Kolkata",3.6,Kolkata,India,22.488815,88.361582,69,Legendary,Rs. 800,Quick Bites,,NA,9,28,Yes,No,No,Yes,No,No,No,"Chinese, North Indian"
Suresh Mistanna Bhander,23904,"Shop 9 A, Sarat Ghosh Garden Road, Dhakuria, Kolkata",3.6,Kolkata,India,22.51065,88.37228333,19,NA,Rs. 250,NA,NA,NA,5,11,No,No,Yes,No,No,No,No,Desserts
Ajanta Hotel,22026,"15 C, Padda Pukur Road, Bhawanipur, Kolkata",3.6,Kolkata,India,22.532849,88.347979,30,NA,Rs. 400,NA,NA,NA,3,12,Yes,No,Yes,No,No,Yes,No,"North Indian, Chinese, Fast Food, Street Food"
Delights,21867,"3 B, Short Street, Opposite St. Xavier's College Back Gate, Park Street Area, Kolkata",3.6,Kolkata,India,22.54783333,88.35516667,38,NA,Rs. 150,NA,NA,NA,10,17,Yes,No,Yes,No,No,No,No,"South Indian, Cafe"
Khirki Shri Haji Jalpan Shop,22581,"128A, Block G, New Alipore, Kolkata",3.6,Kolkata,India,22.515332,88.326323,32,NA,Rs. 100,NA,NA,NA,9,16,No,No,No,No,No,No,No,Street Food
Tandoori Delights,21180,"173, Park Street, Park Circus Area, Kolkata",3.6,Kolkata,India,22.544644,88.364173,79,NA,Rs. 350,NA,NA,NA,12,27,Yes,No,Yes,Yes,No,Yes,Yes,"North Indian, Chinese, Biryani"
Ashoka Bar & Restaurant,23195,"3B, Chowringhee Road, Near Metro Cinema, Esplanade, Kolkata",3.6,Kolkata,India,22.567809,88.343607,23,NA,Rs. 600,NA,NA,NA,2,6,No,No,Yes,Yes,Yes,Yes,No,"North Indian, Mughlai, Chinese"
Baraf - The Last Metro,23658,"1518, Near Kavi Nazrul Metro Station, Garia Main Road, Garia, Kolkata",3.6,Kolkata,India,22.462925,88.38024667,23,NA,Rs. 800,NA,NA,NA,9,16,No,No,Yes,Yes,Yes,No,No,"Chinese, North Indian, Bengali"
Sand- Hotel De Sovrani,22933,"Hotel De Sovrani, Block DD 21, Sector 1, Salt Lake, Kolkata",3.6,Kolkata,India,22.590398,88.411585,81,NA,Rs. 1700,NA,NA,NA,13,41,No,No,Yes,Yes,Yes,Yes,No,"Continental, North Indian, Chinese, Italian"
Ming Garden Chinese Restaurant,21494,"50/2, Matheswartala Road, Tangra China Town, Tangra, Kolkata",3.6,Kolkata,India,22.545478,88.387675,43,NA,Rs. 550,NA,NA,NA,11,17,No,No,Yes,Yes,Yes,Yes,No,Chinese
Kasturi Garden Restaurant,23559,"11/A, Dover Lane, Hindustan Road, Near Gariahat Spencers, Rash Behari Avenue, Gariahat, Kolkata",3.6,Kolkata,India,22.520228,88.360845,90,Taste of Kolkata,Rs. 650,Casual Dining,Impeccable Bengali food.,,10,37,Yes,No,Yes,Yes,No,Yes,No,"Bengali, Seafood"
Saima Restaurant,21668,"59E, Behind Rabindra Sadan Metro, Chowringhee Road, Kolkata",3.6,Kolkata,India,22.540989,88.347459,170,NA,Rs. 200,NA,NA,NA,53,83,Yes,No,Yes,Yes,No,Yes,No,"North Indian, Fast Food, Biryani"
The Belgian Bakery,23674,"3rd Floor, Mani Square Mall, Maniktala Main Road, E M Bypass, Near , Kankurgachi, Kolkata",3.6,Kolkata,India,22.577706,88.401519,49,NA,Rs. 200,NA,NA,NA,23,33,Yes,No,Yes,Yes,No,No,No,Bakery
The Blue Poppy,23895,"Bytes Food Court, Infinity Benchmark, Plot A3, Block EP & GP, Sector 5, Salt Lake, Kolkata",3.6,Kolkata,India,22.568968,88.433587,44,NA,Rs. 400,NA,NA,NA,16,22,No,No,Yes,Yes,No,Yes,No,"Tibetan, Chinese"
Salaam Namaste,21773,"191 B, Sarat Bose Road, Southern Avenue, Kolkata",3.6,Kolkata,India,22.529286,88.352809,32,NA,Rs. 500,NA,NA,NA,10,14,Yes,No,No,Yes,No,Yes,No,"Chinese, North Indian"
Meridian Inn,20672,"130/1 Karl Marx Sarani, Kidderpore, Kolkata",3.6,Kolkata,India,22.540713,88.325014,25,NA,Rs. 500,NA,NA,NA,4,12,Yes,No,Yes,Yes,No,No,No,"North Indian, Chinese, Street Food"
Jabbrr Afghani,23369,"Ground Floor, Plot A3, Block GP,Beside CCD, Sector 5, Salt Lake, Kolkata",3.6,Kolkata,India,22.569451,88.433401,59,Late Night Delivery,Rs. 300,Quick Bites,,NA,18,38,Yes,No,Yes,Yes,No,No,No,"Fast Food, Biryani"
Sunny's Refreshment,23205,"140, B.T. Road, Dunlop Supermarket, Baranagar, Kolkata",3.6,Kolkata,India,22.653029,88.378052,30,NA,Rs. 300,NA,NA,NA,6,15,Yes,No,Yes,Yes,No,Yes,No,"Chinese, South Indian, North Indian"
Sharma Sweets & Snacks,23194,"32C, Lake Road, Desapriya Park, Kolkata",3.6,Kolkata,India,22.515228,88.351271,30,NA,Rs. 100,NA,NA,NA,14,17,No,No,No,No,No,No,No,"Desserts, Fast Food"
Only Alibaba Gold,24387,"28 A, Syed Amir Ali Avenue, Park Circus Area, Kolkata",3.6,Kolkata,India,22.54007778,88.36504444,46,NA,Rs. 700,NA,NA,NA,10,24,No,No,Yes,Yes,No,Yes,No,"North Indian, Mughlai"
Dumpling Momo,24003,"4th Floor, Diamond Plaza Mall, 68, Jessore Road, Kolkata",3.6,Kolkata,India,22.615492,88.412143,48,NA,Rs. 300,NA,NA,NA,13,36,No,No,No,Yes,No,Yes,No,"Tibetan, Chinese, Nepalese"
Pizza For Friends,22818,"3rd Floor, South City Mall, Prince Anwar Shah Road, Kolkata",3.6,Kolkata,India,22.501446,88.361165,19,NA,Rs. 500,NA,NA,NA,5,10,Yes,No,Yes,Yes,No,Yes,No,Fast Food
Padmaparer Rannaghar,23180,"Ground Floor, 26/4, Gariahat Road, Gariahat, Kolkata",3.6,Kolkata,India,22.518642,88.365467,79,NA,Rs. 500,NA,NA,NA,14,32,No,No,Yes,Yes,No,Yes,No,"Bengali, South Indian"
London Lounge,24463,"Raja Subodh Chandra Mullick Road, Jadavpur, Kolkata",3.6,Kolkata,India,22.49501944,88.37122222,25,NA,Rs. 200,NA,NA,NA,6,18,Yes,No,Yes,Yes,No,Yes,No,"Bakery, Fast Food"
Le Coffee Creme,22404,"EC 26, Near City Centre 1, Sector 1, Salt Lake, Kolkata",3.6,Kolkata,India,22.587689,88.409233,201,Great Coffee and Hookah Bars,Rs. 600,Casual Dining,Perfect ambiance to sip a cup of soulful coffee,"Mixed Veg Grilled Sandwich, Cafe Mocha",32,82,No,No,Yes,Yes,No,Yes,Yes,"Cafe, Fast Food"
Ambrosia Restaurant,22649,"156/5, B T Road, Near Dunlop Gurudwara, Baranagar, Kolkata",3.6,Kolkata,India,22.65223,88.377462,88,NA,Rs. 400,NA,NA,NA,14,40,Yes,No,Yes,Yes,No,Yes,No,"North Indian, Chinese, Italian"
Choco Cafe,23356,"38, Block H, New Alipore, Kolkata",3.6,Kolkata,India,22.513578,88.32735,41,NA,Rs. 500,NA,NA,NA,4,15,No,No,Yes,Yes,No,Yes,No,"Cafe, Fast Food, Desserts"
Flaming Wok,20827,"5th Floor, Forum Mall, 10/3, Elgin Road, Kolkata",3.6,Kolkata,India,22.537905,88.351196,29,NA,Rs. 400,NA,NA,NA,11,15,No,No,Yes,Yes,No,Yes,No,Chinese
